"userid","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
2835,2,3,5,1,1,5,3,5,5
2836,5,5,1,2,5,5,4,5,3
2837,3,5,4,5,3,4,4,4,5
2838,5,4,4,5,4,5,5,3,5
2839,5,4,3,5,4,5,5,3,5
2840,3,2,4,3,3,4,5,4,4
2841,2,1,2,4,2,4,3,2,2
2842,2,3,4,4,2,5,3,3,4
2843,2,3,3,3,3,4,4,3,3
2845,4,5,5,5,2,5,4,5,4
2846,5,4,5,5,3,4,4,4,3
2847,2,4,4,3,3,5,3,4,5
2849,5,4,4,5,5,5,5,5,5
2850,4,1,5,2,5,5,3,4,2
2851,2,3,4,3,2,2,5,4,4
2852,5,2,5,3,4,2,5,4,4
2853,3,4,4,4,3,5,5,3,4
2854,3,2,5,2,2,3,2,2,2
2855,2,2,5,4,3,4,5,4,3
2856,5,5,5,5,5,5,5,5,5
2857,4,2,4,3,2,4,4,2,2
2858,5,5,3,4,5,5,5,5,5
2859,4,4,5,3,4,5,4,4,4
2860,4,2,5,2,1,3,3,2,2
2861,4,4,4,5,4,5,5,5,4
2862,4,5,2,4,2,2,1,2,4
2864,5,1,4,4,4,5,5,2,2
2865,5,5,5,5,5,5,5,5,5
2866,5,4,2,4,1,5,4,4,3
2867,4,3,5,4,3,3,4,4,2
2868,5,3,4,1,2,5,5,3,4
2869,3,4,2,5,2,3,4,5,5
2871,4,3,4,2,2,5,4,2,4
2872,2,3,3,3,3,4,4,3,3
2873,3,4,3,4,4,5,4,4,3
2874,3,5,3,1,5,4,5,5,2
2875,1,2,4,3,3,4,5,4,5
2878,5,1,4,3,2,1,5,2,5
2880,2,2,3,3,2,3,5,2,2
2882,3,3,5,5,3,4,4,5,4
2883,4,3,1,4,4,4,4,5,5
2885,1,5,4,4,3,1,2,3,2
2887,1,1,4,4,2,4,2,2,3
2888,5,4,3,4,2,2,5,4,2
2889,4,4,3,5,3,4,4,5,3
2890,3,4,5,4,3,3,3,1,4
2891,2,2,4,2,3,5,4,3,4
2893,5,4,4,5,5,5,5,4,5
2894,2,1,5,4,1,3,5,2,3
2896,4,3,5,5,4,4,5,3,2
2897,4,5,2,3,4,3,4,5,5
2898,3,2,5,3,2,4,4,3,4
2899,3,1,4,3,1,4,2,1,3
2900,5,4,5,5,5,5,5,4,4
2901,3,3,3,4,3,4,3,5,2
2902,3,3,4,5,2,5,4,5,2
2903,3,2,2,1,1,5,3,4,1
2904,5,3,5,5,1,5,4,3,1
2905,5,3,4,4,3,3,4,3,3
2906,4,4,4,5,5,5,4,4,4
2907,4,5,2,4,4,4,3,5,5
2908,5,4,2,3,2,4,5,4,4
2909,2,5,5,5,4,5,1,1,5
2910,4,5,4,5,4,4,3,4,3
2911,4,4,5,4,3,4,4,3,3
2912,2,3,4,3,4,2,3,3,2
2913,3,3,5,5,4,3,5,4,5
2914,4,5,5,4,4,5,5,4,4
2917,2,3,5,4,2,5,4,3,4
2918,2,1,5,2,1,3,4,4,4
2919,4,5,5,5,4,4,5,5,3
2920,4,2,3,1,2,2,3,3,2
2921,4,2,3,4,3,4,2,2,3
2923,2,3,5,4,4,4,4,5,4
2924,2,4,2,1,2,3,3,4,4
2926,5,3,5,5,3,3,4,4,3
2927,3,2,3,5,2,3,2,4,3
2928,3,3,3,3,3,4,4,3,3
2929,4,5,5,3,4,5,3,4,2
2930,5,4,4,5,3,5,1,1,1
2931,2,2,4,3,2,5,4,5,3
2932,2,3,4,3,2,4,4,2,2
2933,4,3,5,3,5,5,4,5,4
2934,3,3,5,4,2,3,4,3,2
2935,3,1,3,2,4,4,4,4,2
2936,2,2,2,5,1,4,4,3,3
2938,3,3,4,4,2,3,2,3,3
2939,4,3,4,4,4,3,4,3,4
2940,4,3,1,3,1,3,3,3,1
2942,3,1,3,4,2,4,3,3,4
2943,3,3,5,4,4,5,5,5,4
2944,1,2,4,5,4,5,4,2,5
2945,3,3,3,3,3,3,3,3,3
2946,3,3,3,3,3,4,4,3,3
2947,2,5,2,5,5,5,3,5,2
2948,3,4,3,4,4,5,3,4,4
2949,4,2,3,4,2,2,5,3,2
2950,2,2,4,4,3,4,4,3,2
2951,2,3,3,4,3,3,4,2,3
2952,3,4,4,5,2,4,3,4,4
2953,1,2,5,4,3,4,3,2,3
2954,4,3,4,4,3,2,3,4,2
2955,4,4,3,4,2,3,4,4,2
2956,3,3,4,3,3,4,3,3,3
2957,3,4,4,2,3,4,5,4,3
2958,3,4,3,5,4,4,3,4,2
2959,2,4,2,1,4,4,3,5,3
2960,3,3,5,2,2,3,3,3,3
2961,3,3,4,3,3,3,3,3,3
2963,1,2,5,4,2,3,3,2,3
2964,5,4,3,4,5,5,4,5,5
2965,5,3,4,5,4,4,4,4,3
2966,4,4,3,3,3,3,4,4,3
2968,4,3,3,3,4,4,4,3,4
2969,4,3,4,3,3,3,5,4,4
2970,3,3,3,3,3,4,4,3,3
2971,4,4,5,4,3,4,4,3,3
2972,3,4,4,3,3,4,4,5,4
2973,4,4,4,4,4,4,4,4,4
2974,2,3,4,4,2,4,4,5,1
2975,3,3,3,3,3,4,4,3,3
2976,5,3,4,5,1,1,3,4,2
2977,3,3,4,3,2,5,2,3,4
2978,4,4,5,3,2,4,3,5,2
2979,3,2,5,4,2,4,4,3,4
2980,4,3,4,2,4,5,3,3,3
2981,4,2,3,5,4,5,3,3,4
2984,4,5,4,4,2,3,4,4,3
2985,2,4,3,4,2,4,3,2,3
2987,1,1,2,1,2,1,2,3,5
2988,5,5,4,3,5,5,5,4,5
2989,2,2,1,5,3,4,4,3,3
2992,2,4,5,3,4,4,4,5,5
2995,2,3,3,3,3,4,4,3,3
2996,3,3,3,3,3,3,5,3,3
2998,4,4,3,5,5,5,5,4,3
3001,5,4,4,4,3,4,5,4,4
3002,3,4,4,4,5,3,4,5,3
3003,4,3,2,3,3,2,3,4,4
3005,4,3,4,4,4,4,5,3,3
3006,4,3,5,3,3,5,3,3,4
3007,2,3,5,5,4,5,4,4,3
3008,5,4,5,5,5,5,5,4,2
3009,3,5,2,3,1,4,5,5,3
3011,4,4,4,3,5,5,4,3,4
3012,4,3,5,3,4,5,4,4,4
3016,4,5,5,5,3,5,5,5,4
3017,1,1,1,1,1,1,4,1,1
3018,3,4,5,5,1,4,5,5,1
3021,2,3,4,3,1,1,3,4,2
3022,4,4,5,3,1,2,2,3,2
3023,5,5,5,5,5,5,5,5,5
3024,3,5,4,4,4,5,4,4,3
3026,4,2,4,5,1,2,2,1,1
3027,1,2,4,3,1,2,4,2,2
3028,4,4,4,5,5,4,4,4,3
3029,4,4,5,4,4,5,4,5,4
3030,3,2,4,5,5,5,4,4,5
3031,4,5,3,2,4,5,3,3,4
3032,3,2,3,3,2,2,5,2,4
3033,3,3,5,4,4,5,4,4,4
3034,4,3,2,5,3,3,3,5,3
3035,2,5,3,3,5,4,4,5,3
3036,4,2,5,3,3,5,5,2,3
3037,3,2,5,4,2,4,3,2,2
3038,2,1,5,5,1,5,5,2,3
3039,4,2,3,4,2,3,4,3,2
3040,4,5,3,1,5,5,3,2,3
3041,4,4,4,5,4,4,3,3,3
3042,4,4,4,3,4,4,3,5,3
3043,3,2,5,1,4,5,5,5,3
3044,5,2,5,5,3,3,5,3,3
3045,4,4,4,4,5,5,4,4,5
3046,4,4,3,4,4,4,5,4,4
3047,4,2,4,3,2,3,3,4,2
3048,3,4,4,4,2,4,4,3,1
3049,3,3,2,5,5,5,5,4,3
3051,3,4,4,3,3,4,5,2,5
3052,5,4,5,5,5,5,5,4,5
3053,3,4,4,1,5,3,4,3,5
3054,5,4,5,4,3,5,4,3,4
3055,3,2,5,5,2,4,4,2,4
3056,3,2,4,3,3,4,4,4,4
3057,4,4,4,4,5,5,4,4,5
3058,3,2,4,4,1,4,3,2,2
3059,4,4,5,5,5,5,4,4,4
3060,4,4,4,4,5,5,4,4,5
3061,5,2,2,5,2,2,5,4,3
3062,4,3,5,4,3,4,5,4,4
3063,3,2,3,2,2,3,3,2,2
3064,3,3,4,4,3,4,3,3,2
3065,3,3,4,4,3,3,4,4,5
3067,5,3,5,5,4,5,5,4,5
3069,5,4,4,4,3,5,5,4,4
3070,3,3,4,4,2,4,4,3,4
3072,3,5,5,4,5,1,4,3,3
3073,3,3,4,3,3,4,3,4,3
3074,3,4,4,5,2,3,5,4,2
3075,2,5,5,5,5,5,4,5,3
3077,3,3,3,3,3,4,4,2,4
3078,3,2,3,5,2,4,4,4,2
3082,4,4,4,4,5,5,4,4,5
3084,3,3,5,3,5,5,4,4,5
3085,5,4,4,3,5,4,4,5,4
3086,1,3,5,5,3,5,4,5,4
3087,2,2,2,2,4,2,4,4,4
3089,3,2,2,3,3,4,5,3,3
3090,2,4,4,2,2,3,5,3,3
3091,3,1,4,4,1,3,1,1,2
3092,3,2,3,3,3,3,4,2,4
3093,4,3,3,5,2,3,5,5,4
3096,3,2,5,2,4,3,4,5,3
3097,3,2,4,2,4,5,2,3,5
3098,4,4,4,4,5,5,4,4,5
3100,4,3,2,5,1,2,3,4,3
3101,2,2,1,5,2,4,4,3,3
3102,5,5,5,5,5,5,5,5,5
3103,4,3,4,4,3,3,4,3,3
3104,2,2,3,1,5,2,4,2,2
3105,3,3,4,4,2,5,5,4,3
3106,3,3,4,4,3,4,4,3,3
3107,3,3,4,5,4,4,4,3,5
3108,4,5,4,4,5,4,4,4,3
3110,4,4,3,4,3,5,5,3,2
3111,3,4,4,3,3,5,4,3,3
3112,2,2,4,3,4,4,3,2,3
3113,3,3,4,3,3,4,4,4,3
3115,1,5,1,1,5,5,3,5,3
3117,5,4,5,5,1,4,5,3,4
3118,2,2,4,3,3,4,5,3,3
3119,5,3,1,3,5,5,3,3,3
3120,2,2,2,2,2,2,2,2,2
3121,5,5,5,5,5,5,5,5,5
3122,4,5,2,5,5,4,5,3,1
3123,2,3,5,5,3,4,5,4,5
3124,4,4,5,4,4,5,5,5,5
3125,4,4,2,3,5,5,5,3,5
3126,4,5,4,5,3,5,5,2,4
3128,4,3,2,3,4,5,5,2,5
3129,2,3,5,2,2,5,2,2,1
3130,2,4,4,3,3,3,4,4,3
3131,4,4,2,3,5,5,5,3,5
3132,3,3,3,4,3,2,2,4,3
3133,1,1,4,2,1,3,3,2,5
3134,5,5,4,5,4,5,4,4,3
3135,3,4,5,5,4,4,4,3,5
3136,4,4,2,3,5,5,5,3,5
3137,1,4,3,1,2,3,5,3,3
3139,3,4,5,2,5,5,4,2,4
3140,3,2,3,4,1,4,4,1,2
3141,4,3,2,3,4,4,5,2,5
3142,5,3,3,4,3,4,5,4,4
3143,5,4,4,4,3,5,4,4,4
3144,4,4,4,4,4,4,4,3,2
3145,4,4,2,3,5,5,5,3,5
3146,5,3,5,5,4,5,3,3,4
3147,3,4,3,5,3,5,4,2,1
3148,4,4,2,3,5,5,5,3,5
3149,4,4,3,4,4,4,3,4,4
3150,4,4,2,3,5,5,5,3,5
3151,4,5,3,4,5,4,5,5,3
3152,4,3,2,3,4,5,5,2,5
3154,1,5,3,3,5,4,5,5,5
3155,3,2,3,2,3,3,3,1,3
3157,4,3,2,3,4,5,5,2,5
3158,2,2,5,4,3,5,4,4,1
3159,4,3,2,3,4,5,5,2,5
3160,4,3,5,2,4,5,2,4,5
3161,4,4,2,3,4,4,3,3,3
3162,4,3,2,3,4,5,5,2,5
3163,3,4,4,3,5,4,5,5,4
3164,3,2,3,5,3,3,2,4,4
3165,5,4,5,5,4,4,5,5,5
3166,1,2,2,3,5,4,4,4,3
3167,3,4,3,3,4,5,2,2,3
3168,1,3,4,3,5,5,5,4,4
3169,3,4,5,4,2,5,2,3,3
3170,4,4,5,5,4,4,4,4,4
3171,5,1,3,5,5,5,5,5,2
3172,3,3,4,3,3,5,3,3,4
3173,4,2,4,4,3,5,3,3,5
3174,1,4,2,2,3,4,3,3,3
3175,4,5,4,2,2,4,3,5,3
3176,3,3,4,3,2,4,2,4,3
3177,1,5,4,1,5,4,3,5,3
3178,3,4,4,5,5,4,4,3,3
3179,4,5,3,2,4,4,3,4,3
3182,2,3,5,4,3,4,4,4,4
3183,4,3,2,3,4,5,5,2,5
3184,4,3,2,3,4,5,5,2,5
3185,5,3,5,4,3,4,3,3,5
3186,1,2,5,5,2,2,4,2,1
3187,3,4,2,4,5,4,2,3,5
3188,3,2,3,3,1,3,4,2,1
3189,3,3,1,3,4,4,5,2,3
3190,3,4,3,4,4,4,4,3,5
3191,5,3,4,2,3,4,3,3,4
3192,3,1,4,4,2,4,4,2,4
3193,5,2,5,4,1,5,4,4,1
3194,4,3,5,,5,5,4,3,2
3195,3,3,4,4,3,4,2,2,4
3196,3,2,3,3,1,4,3,2,1
3197,3,4,5,4,4,2,2,5,3
3198,3,4,5,4,4,4,4,5,2
3199,4,3,3,4,4,4,3,2,4
3200,5,5,3,2,2,4,4,4,3
3201,4,3,3,5,2,2,5,3,4
3202,2,4,4,2,3,3,5,5,2
3203,2,3,3,2,5,2,4,3,4
3204,2,3,4,1,4,5,3,4,5
3205,2,3,3,1,5,5,1,3,4
3206,5,2,2,4,3,3,4,2,2
3207,2,1,4,1,1,4,4,4,4
3208,2,3,2,4,1,4,5,2,2
3209,3,3,4,4,3,5,5,2,4
3210,5,2,3,2,3,5,5,3,2
3211,1,4,2,4,3,5,2,3,4
3212,2,2,4,4,3,5,3,2,5
3213,4,4,4,3,4,4,3,3,4
3214,3,4,3,4,4,4,2,4,2
3215,3,3,2,4,2,3,2,3,3
3216,4,3,2,3,4,5,5,2,5
3217,3,4,4,4,4,4,2,3,3
3218,2,5,4,3,2,4,1,4,3
3219,2,5,4,3,5,3,2,5,2
3220,3,5,4,3,5,4,1,4,2
3221,4,3,2,3,4,5,5,2,5
3222,2,4,3,1,4,3,4,3,1
3223,2,2,3,3,3,2,3,4,3
3224,3,3,3,4,4,3,4,2,4
3225,3,3,2,4,1,3,4,2,1
3226,3,4,5,5,4,3,5,4,4
3227,2,4,3,3,3,4,2,4,3
3228,5,4,5,4,4,4,4,4,5
3229,3,4,3,3,4,3,2,4,2
3230,4,3,2,3,4,5,5,2,5
3232,3,2,5,5,2,3,5,4,4
3233,5,4,3,3,5,5,4,5,3
3234,3,5,4,4,2,5,2,4,2
3235,4,3,2,3,4,5,5,2,5
3236,4,2,4,4,4,5,3,5,1
3237,1,1,5,4,1,5,2,5,2
3238,4,3,2,3,4,5,5,2,5
3239,5,5,5,4,5,5,5,5,4
3240,1,1,5,5,5,5,2,3,5
3241,5,3,3,4,3,4,4,4,4
3243,1,5,5,5,5,5,4,3,5
3244,3,3,4,4,4,3,2,3,2
3245,4,3,2,3,4,5,5,2,5
3246,3,3,5,4,3,5,2,2,4
3247,5,5,4,5,1,2,4,3,3
3248,3,4,4,5,3,4,4,5,2
3249,4,4,5,5,2,3,3,4,2
3250,3,3,5,5,4,4,4,4,4
3252,4,5,5,1,1,4,5,5,3
3253,2,2,5,3,5,5,5,3,5
3254,4,3,5,4,4,4,4,3,4
3255,4,3,4,5,4,4,4,3,3
3258,5,3,5,4,3,5,4,4,4
3259,4,3,2,3,4,5,5,2,5
3260,5,3,4,3,4,4,4,5,3
3261,3,5,4,3,4,5,2,3,2
3262,3,2,4,3,3,5,4,3,3
3263,4,4,4,3,3,4,4,4,3
3264,4,3,4,5,1,1,4,4,1
3265,3,4,4,4,4,4,2,4,2
3266,3,5,5,4,5,4,4,5,4
3268,4,4,3,1,1,4,5,4,4
3269,4,3,2,3,4,5,5,2,5
3270,1,1,4,2,1,2,1,2,1
3271,3,1,5,5,1,4,4,3,4
3272,3,5,4,3,4,4,3,5,2
3273,5,5,5,5,3,4,5,5,4
3274,1,3,3,4,2,4,3,4,3
3275,3,2,5,4,2,3,3,4,2
3276,3,5,5,4,5,3,3,5,2
3277,3,2,5,4,3,3,2,5,5
3278,4,3,2,3,4,5,5,2,5
3279,3,4,4,4,3,4,3,5,2
3280,4,4,5,4,2,5,1,1,3
3281,3,2,5,5,3,4,5,5,5
3283,4,4,5,4,5,5,4,4,4
3284,4,3,2,3,4,5,5,2,5
3285,1,2,4,5,1,2,4,4,3
3286,4,3,2,3,4,5,5,2,5
3287,3,5,5,5,1,5,5,5,3
3288,4,4,5,4,5,4,5,4,5
3289,1,5,3,1,4,4,1,5,4
3290,4,3,2,3,4,5,5,2,5
3291,4,3,4,4,2,3,5,5,3
3292,4,3,3,4,3,4,3,3,4
3293,4,3,2,3,4,5,5,2,5
3294,3,5,4,2,5,5,5,5,5
3295,4,3,2,3,4,5,5,2,5
3297,4,3,2,3,4,5,5,2,5
3298,4,3,2,3,4,5,5,2,5
3299,2,3,4,2,2,3,3,3,3
3300,4,3,2,3,4,5,5,2,5
3301,3,4,1,4,4,4,5,3,4
3302,2,3,3,5,1,2,4,3,1
3304,4,3,2,3,4,5,5,2,5
3305,5,4,5,3,1,5,1,4,1
3306,4,3,2,3,4,5,5,2,5
3307,3,4,2,4,3,4,3,3,3
3308,4,3,2,3,4,5,5,2,5
3309,4,2,4,3,3,4,3,2,4
3310,3,2,3,2,1,2,3,1,2
3311,4,3,2,3,4,5,5,2,5
3312,3,2,3,4,3,4,2,3,3
3315,4,5,4,5,3,4,5,5,2
3317,4,2,5,2,3,5,5,2,3
3318,3,3,3,5,3,3,4,3,3
3319,3,3,4,4,4,5,4,5,4
3321,5,5,3,4,4,4,4,4,4
3322,4,3,2,3,4,5,5,2,5
3323,3,3,4,5,4,4,2,4,3
3324,4,3,2,3,4,5,5,2,5
3325,4,3,4,3,4,3,4,4,4
3326,4,3,5,5,4,5,3,4,2
3328,4,3,2,3,4,5,5,2,5
3329,5,4,5,5,2,3,5,5,4
3330,4,3,3,2,5,5,4,3,3
3331,3,4,3,4,5,5,2,3,3
3332,3,1,2,3,1,3,4,4,3
3333,3,3,5,4,4,4,3,2,4
3335,4,5,5,5,4,5,4,4,5
3336,4,4,4,4,5,5,4,4,5
3337,4,4,4,4,5,5,4,4,5
3338,4,3,3,5,4,4,3,3,4
3339,4,4,4,4,5,5,4,4,5
3340,2,5,2,5,5,4,4,4,3
3341,4,2,5,4,3,3,4,3,3
3342,3,2,5,3,2,2,4,4,2
3343,3,2,4,4,2,2,4,4,3
3344,3,2,4,4,3,3,2,4,3
3345,3,2,4,2,3,4,3,3,3
3346,5,3,4,5,4,4,4,4,4
3347,4,4,4,3,2,4,4,2,4
3348,5,2,5,3,1,5,2,5,4
3349,3,2,4,4,3,3,2,4,3
3350,1,1,5,1,1,5,4,4,3
3351,2,3,3,4,4,3,4,4,4
3352,3,3,5,3,3,5,4,4,3
3353,4,3,3,4,3,3,2,3,2
3354,5,1,3,5,3,4,4,3,3
3355,4,3,4,3,3,5,5,5,5
3356,3,3,5,4,1,1,3,4,2
3357,3,4,2,3,3,3,3,3,4
3358,5,5,3,5,2,3,5,4,5
3359,2,2,4,4,2,3,2,4,3
3360,3,4,4,2,2,3,2,5,2
3361,4,3,3,4,3,4,2,4,2
3362,5,5,5,5,5,5,5,4,3
3363,3,5,3,4,4,4,5,5,2
3364,2,2,2,4,4,3,3,3,2
3365,3,3,4,4,3,4,4,4,3
3366,4,2,3,3,2,1,4,3,2
3367,3,2,4,4,2,3,3,3,2
3368,1,5,5,1,5,5,3,5,1
3369,3,3,3,3,3,3,3,3,3
3370,4,3,3,2,4,5,5,3,2
3371,3,4,4,5,3,5,5,4,3
3372,3,3,3,3,4,4,3,3,4
3374,3,3,5,4,4,5,3,5,3
3375,3,3,3,2,4,3,2,2,2
3377,3,4,3,3,3,4,3,3,4
3379,3,3,3,3,4,3,3,3,4
3380,4,3,4,4,3,3,4,4,3
3382,3,4,4,4,4,4,4,4,4
3383,5,4,5,5,2,5,4,3,2
3384,5,3,4,5,3,4,3,5,4
3385,4,3,1,1,1,3,1,1,1
3386,4,4,4,4,3,4,3,4,3
3387,3,4,5,3,3,4,4,2,3
3388,2,2,3,4,3,2,4,1,3
3389,3,2,3,4,4,5,4,3,4
3390,4,2,3,5,1,5,4,2,1
3391,3,3,3,3,2,3,2,3,3
3392,1,5,5,2,3,5,5,5,1
3394,4,4,4,2,4,4,4,4,3
3395,4,1,5,3,3,5,5,2,3
3396,2,5,5,2,3,5,5,5,1
3397,2,2,4,4,1,3,4,2,1
3399,3,3,5,4,2,4,1,2,1
3400,2,2,2,2,2,2,2,2,2
3401,3,3,4,4,2,4,4,3,3
3402,3,4,2,5,2,5,4,4,3
3403,2,3,4,3,2,4,3,4,4
3404,1,3,3,3,3,4,1,4,3
3406,4,2,3,3,4,3,3,2,4
3407,2,2,2,2,2,2,2,2,2
3408,3,3,3,2,2,2,2,3,2
3409,4,5,5,4,4,5,4,4,4
3410,3,2,2,3,2,3,2,3,3
3412,3,3,3,2,2,3,3,4,3
3413,4,3,1,4,4,3,3,3,3
3415,3,3,3,3,3,4,4,4,3
3416,4,3,3,3,4,3,2,4,3
3417,5,4,4,5,4,4,5,4,4
3418,3,4,2,4,1,3,2,1,1
