"userid","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
1948,3,4,3,3,3,5,3,5,2
1949,2,2,5,2,4,4,3,4,5
1951,2,3,3,2,4,3,2,3,3
1953,3,5,5,1,5,5,3,5,3
1954,5,2,3,4,3,4,4,4,4
1955,2,3,4,2,5,5,3,4,3
1956,4,4,4,2,5,5,4,4,4
1957,1,4,3,2,1,5,1,4,3
1958,2,2,2,2,2,2,2,2,2
1959,4,3,2,2,2,4,5,4,3
1960,3,2,4,2,3,4,4,3,3
1961,3,3,3,4,3,5,4,5,4
1962,4,5,4,4,4,4,5,4,4
1965,3,3,3,2,3,3,3,3,3
1966,5,5,5,3,5,5,5,5,5
1967,3,3,4,3,3,3,4,5,3
1968,4,4,4,5,4,5,4,3,3
1969,4,4,4,2,3,5,4,4,3
1970,3,5,5,5,1,5,3,3,2
1971,3,3,5,4,3,3,4,2,4
1972,4,4,4,1,3,5,3,3,2
1973,3,3,5,4,4,4,4,4,5
1974,5,4,3,3,5,5,5,5,5
1976,5,1,2,2,5,5,5,4,2
1979,3,5,5,4,5,4,3,4,3
1982,5,5,5,4,4,4,5,4,5
1983,1,1,1,1,5,5,5,5,5
1984,3,3,3,3,3,3,3,4,3
1985,3,3,3,3,3,3,3,3,3
1986,4,4,4,3,4,4,5,4,4
1988,3,4,4,4,4,4,4,3,3
1990,4,5,5,2,5,5,4,5,5
1991,3,4,4,3,2,5,4,4,4
1992,4,5,5,4,5,5,5,4,3
1994,4,4,2,4,5,5,2,3,4
1995,2,3,4,3,2,2,4,2,4
1996,4,3,5,4,4,5,4,5,4
1999,4,4,4,4,3,3,4,4,4
2001,2,3,4,3,3,4,4,3,3
2002,4,5,3,2,4,5,4,5,4
2003,4,4,5,3,3,4,5,5,4
2008,5,1,5,1,4,5,1,5,1
2012,5,5,5,5,5,5,5,5,5
2015,5,4,2,3,4,2,4,5,3
2017,1,1,1,1,5,5,2,4,2
2019,4,5,1,2,5,5,5,4,2
2020,3,2,3,2,2,5,2,2,5
2021,2,2,5,3,5,5,5,4,4
2022,4,3,4,1,5,5,4,5,2
2024,4,5,3,3,4,4,5,5,5
2025,4,3,3,5,4,3,5,2,3
2029,3,3,3,3,3,3,3,3,3
2032,4,3,4,3,4,5,4,4,4
2033,4,2,2,2,2,4,1,2,2
2035,5,4,3,2,3,5,5,5,5
2036,4,4,4,4,4,4,4,4,4
2037,4,3,4,4,4,4,4,4,3
2041,5,5,5,5,5,5,4,5,5
2042,5,2,3,3,4,4,5,4,3
2043,5,3,3,4,3,4,5,3,3
2050,5,1,5,2,4,5,5,1,2
2051,5,3,5,3,4,5,4,5,3
2052,3,3,4,3,3,4,4,4,3
2053,2,3,3,3,3,3,4,4,2
2054,4,4,4,4,4,4,3,4,4
2055,1,1,3,3,5,5,3,3,4
2056,4,3,3,2,5,4,4,4,3
2058,3,2,3,3,4,4,2,3,3
2060,5,1,4,1,5,5,5,4,5
2061,3,5,4,3,5,5,4,2,4
2062,3,4,5,4,5,5,5,4,3
2065,4,4,5,5,5,5,5,2,4
2066,4,4,4,4,5,5,5,4,4
2069,3,5,5,1,1,5,3,5,3
2071,3,3,2,1,4,3,4,3,3
2076,5,5,5,1,2,4,3,3,4
2077,2,4,4,2,3,4,2,3,2
2080,3,3,4,2,5,5,4,4,3
2081,4,1,2,4,5,5,3,4,4
2082,5,5,2,3,1,5,4,2,3
2084,4,5,2,1,5,5,5,4,3
2085,3,3,3,1,5,3,4,4,5
2089,4,4,4,3,4,5,5,3,5
2091,4,4,4,4,5,5,5,5,5
2092,3,4,3,3,3,4,3,4,3
2094,4,3,5,4,5,5,5,5,5
2095,2,1,3,1,1,4,3,4,1
2098,3,3,5,4,2,3,3,4,3
2099,3,5,4,1,5,4,5,5,3
2101,3,2,4,3,4,5,4,3,5
2103,3,2,2,2,2,2,3,2,2
2104,4,4,4,4,4,4,4,5,3
2105,4,4,5,4,5,5,5,4,5
2107,5,5,5,5,5,5,5,5,5
2109,3,4,3,4,4,4,2,3,4
2112,5,3,2,1,5,5,5,5,4
2113,5,4,3,3,5,5,5,5,4
2114,5,5,2,3,5,5,5,5,5
2115,3,4,3,3,3,4,4,4,3
2116,3,3,2,2,2,5,4,5,5
2117,4,3,4,2,5,5,4,2,2
2120,3,2,2,2,2,2,5,2,2
2121,3,3,3,3,3,3,3,3,3
2122,4,3,4,3,4,4,5,4,4
2123,4,4,5,3,3,4,3,3,3
2126,5,2,1,1,1,5,5,1,3
2129,2,2,2,2,5,5,2,2,2
2131,3,3,3,3,3,3,3,3,3
2132,3,3,4,4,2,4,4,2,2
2135,5,4,4,2,5,4,3,3,4
2136,3,5,5,5,5,5,4,3,5
2137,1,5,4,1,1,5,3,5,4
2139,3,4,3,4,3,4,4,4,4
2140,4,3,5,4,4,5,5,5,3
2141,5,4,5,4,5,5,5,5,3
2142,3,3,5,5,4,4,4,5,4
2143,4,3,2,2,2,4,4,3,2
2144,3,4,4,2,5,5,4,4,3
2145,5,3,3,3,3,3,4,4,4
2146,3,4,4,4,3,4,4,3,4
2147,2,2,5,2,3,5,4,4,3
2148,5,4,5,5,4,5,5,5,5
2149,5,3,5,1,5,5,3,4,5
2150,3,2,4,1,2,4,4,5,2
2151,2,3,3,1,1,1,1,4,1
2152,4,4,5,5,4,5,4,5,5
2153,4,4,4,2,5,5,4,5,3
2154,5,5,5,5,5,5,5,5,5
2155,4,5,5,5,5,5,5,5,4
2156,4,4,4,2,5,5,4,3,5
2157,3,2,3,2,3,4,2,5,3
2158,4,5,3,4,4,3,5,5,4
2160,2,1,3,2,4,4,4,2,2
2161,2,1,4,1,5,5,2,5,4
2162,2,3,4,3,2,3,4,3,2
2163,1,1,1,1,1,1,1,1,1
2164,4,4,4,3,4,5,4,4,2
2165,5,4,4,5,4,5,5,4,4
2167,4,3,3,3,4,2,3,3,3
2168,2,5,3,4,2,3,3,3,4
2169,5,2,5,2,5,5,3,4,5
2170,5,3,3,3,3,3,4,5,5
2171,5,4,4,4,5,5,5,5,3
2172,3,5,1,3,5,5,5,5,3
2174,5,2,2,5,5,4,4,3,5
2175,4,4,3,2,5,5,5,4,3
2176,3,2,3,2,3,3,2,2,3
2177,4,4,4,4,4,5,5,5,3
2178,5,3,3,3,4,5,5,5,4
2179,5,5,3,5,5,5,5,5,5
2181,5,4,5,4,5,5,5,4,4
2182,2,1,4,1,5,5,3,2,1
2183,4,4,4,4,4,4,4,4,4
2184,4,3,3,3,3,4,3,4,1
2185,2,4,3,1,4,4,3,3,3
2186,2,4,5,1,2,4,4,5,4
2187,4,3,4,3,4,5,3,4,5
2190,5,5,3,4,5,4,5,4,4
2191,2,5,5,4,4,5,3,3,4
2192,3,4,4,2,1,5,4,4,4
2194,4,5,5,3,5,5,5,3,5
2195,5,3,5,5,4,4,3,5,4
2197,4,5,3,4,4,4,2,4,3
2198,2,3,3,3,3,3,2,3,3
2199,4,4,4,3,4,5,5,5,4
2201,3,3,4,3,2,3,4,2,3
2202,2,3,2,1,5,5,5,5,4
2203,4,3,5,4,3,5,5,4,5
2204,4,5,4,4,3,5,4,4,4
2205,5,5,5,5,5,5,5,5,5
2206,2,4,4,3,1,5,5,3,3
2207,3,5,3,3,4,5,4,4,4
2208,1,1,5,4,4,5,4,3,4
2209,4,3,5,5,4,4,2,2,4
2210,4,4,4,3,4,4,5,5,3
2211,1,3,1,1,5,5,3,1,1
2212,4,4,2,3,5,4,5,3,4
2213,3,4,3,2,5,5,3,4,3
2214,5,5,5,5,5,5,5,5,3
2215,4,5,3,3,4,4,5,4,5
2216,4,4,4,4,2,4,2,2,4
2217,3,2,3,2,3,2,3,4,4
2218,1,3,2,2,3,4,2,2,3
2220,4,4,5,4,3,5,5,4,4
2221,4,3,4,3,4,4,3,3,3
2223,4,3,2,1,5,5,5,5,1
2224,2,1,1,1,5,5,3,2,3
2225,5,1,3,1,3,4,4,3,3
2226,3,3,4,3,1,3,4,3,4
2227,4,4,2,3,5,4,5,3,4
2228,4,4,4,4,3,5,5,5,4
2229,3,3,4,2,4,4,2,4,4
2230,4,4,3,3,4,5,5,5,4
2232,4,2,3,4,3,5,2,4,4
2233,3,4,2,3,2,4,2,3,3
2234,4,5,5,5,3,5,4,4,5
2236,3,4,5,4,4,5,3,3,5
2237,4,3,4,4,3,4,5,4,3
2238,3,3,4,3,3,5,3,5,4
2239,5,2,4,5,2,4,3,3,3
2240,1,4,2,1,2,5,1,3,1
2241,2,5,4,4,3,5,4,3,3
2242,3,4,5,2,3,5,2,2,2
2243,4,3,4,4,4,4,5,5,5
2244,3,4,4,3,4,3,2,4,4
2245,4,4,5,5,5,5,2,3,3
2246,3,1,3,1,5,3,5,5,4
2247,3,5,5,5,5,5,4,5,5
2248,3,4,5,3,5,3,1,5,5
2249,4,4,2,3,5,4,5,3,4
2250,2,2,3,2,3,3,3,5,3
2251,4,4,4,4,2,4,4,3,4
2252,4,2,2,3,3,3,3,4,4
2253,3,3,4,4,4,5,5,5,4
2254,4,4,4,4,3,3,3,3,3
2256,5,3,3,3,3,3,5,3,3
2257,4,5,3,4,2,4,4,3,3
2258,1,1,1,1,1,1,1,1,1
2259,2,1,2,1,4,2,3,2,5
2260,3,3,4,3,3,3,1,2,3
2261,5,5,5,5,5,5,5,5,5
2262,3,1,1,2,5,5,4,4,1
2263,3,4,5,4,3,5,4,5,5
2264,3,3,3,1,5,3,1,5,5
2265,4,4,4,4,5,5,4,4,4
2267,4,4,3,5,2,4,3,3,3
2268,3,3,4,3,4,5,4,4,4
2269,2,5,1,5,5,5,5,1,3
2270,3,3,4,3,4,4,3,4,3
2271,4,3,5,5,2,5,4,5,4
2272,3,3,4,2,4,4,3,4,3
2274,1,3,5,1,1,5,3,2,3
2275,4,3,2,2,3,3,4,3,3
2276,4,3,5,4,4,4,4,4,5
2277,4,3,5,5,4,5,4,3,4
2278,3,4,4,4,4,4,4,3,4
2279,3,4,3,1,5,4,3,4,3
2280,5,4,5,4,3,5,4,4,4
2281,1,4,3,3,1,4,4,3,1
2282,3,2,3,2,4,4,4,2,3
2284,4,4,2,3,5,4,5,3,4
2285,1,2,4,2,3,4,2,3,2
2286,3,4,3,2,5,5,4,5,4
2287,3,4,3,3,3,4,4,3,4
2289,2,1,5,4,1,4,3,2,5
2290,3,5,5,5,3,3,4,5,4
2292,2,4,3,2,4,5,3,4,4
2293,4,3,5,2,1,5,2,3,2
2294,2,4,3,3,2,4,3,2,3
2295,3,3,3,2,5,4,5,4,4
2296,5,3,3,3,5,5,5,5,5
2298,4,4,2,3,5,4,5,3,4
2299,3,2,4,1,5,5,3,3,4
2302,2,1,1,1,2,5,4,1,2
2305,2,3,2,1,3,4,1,2,2
2306,1,5,1,5,5,5,5,1,5
2307,3,2,1,1,1,4,5,3,1
2308,3,3,3,2,4,4,5,3,3
2309,4,3,3,3,4,5,4,5,4
2311,4,4,2,3,5,4,5,3,4
2312,5,5,5,5,5,5,5,5,5
2313,3,5,5,3,5,5,5,5,4
2314,5,5,5,5,5,5,5,5,4
2315,5,2,5,3,5,5,5,4,2
2316,2,2,2,2,3,3,3,3,2
2317,3,3,3,2,2,2,3,3,3
2318,2,5,2,1,5,5,4,4,4
2319,1,5,5,5,5,5,5,1,4
2320,3,2,5,5,4,4,4,4,4
2321,3,5,4,4,3,4,2,4,4
2322,4,3,4,4,3,4,3,4,4
2323,4,4,5,4,5,5,4,5,5
2324,5,5,4,4,5,5,5,4,4
2325,5,5,5,5,1,5,5,5,5
2326,4,5,5,4,5,5,5,3,5
2327,2,5,1,5,1,5,3,5,5
2328,1,3,3,2,4,3,3,3,4
2329,4,4,2,3,5,4,5,3,4
2330,3,4,2,3,3,4,3,2,4
2331,3,1,5,5,5,5,5,5,1
2332,5,5,2,2,5,5,5,5,2
2333,4,5,4,2,5,5,3,4,5
2334,4,2,3,1,5,5,3,3,2
2335,4,4,2,3,5,5,5,3,4
2336,4,4,2,3,5,4,5,3,4
2338,4,4,2,3,5,4,5,3,4
2339,4,4,2,3,3,5,5,3,5
2340,4,3,5,5,4,5,4,3,5
2342,3,1,3,4,5,3,2,3,4
2343,3,5,3,2,3,5,2,5,2
2344,2,2,5,3,3,4,3,2,2
2345,2,5,5,2,4,2,3,3,3
2346,4,4,4,4,4,4,4,4,5
2347,4,3,3,2,5,5,5,5,3
2348,4,2,4,1,5,5,4,4,3
2349,2,5,3,2,4,5,2,4,5
2350,5,2,3,3,2,3,5,2,2
2351,5,5,5,5,5,5,5,5,5
2352,5,4,3,2,5,5,3,5,5
2353,2,2,1,1,5,5,2,4,4
2354,3,5,4,4,3,5,4,4,4
2356,4,4,3,1,2,5,4,5,4
2357,2,2,4,2,4,5,2,3,3
2358,4,4,4,4,5,4,4,4,4
2359,4,5,5,5,5,5,5,4,5
2360,4,5,5,5,5,5,3,5,5
2361,4,4,3,3,3,3,3,4,3
2362,3,3,4,1,5,5,5,3,4
2363,5,5,5,4,5,5,5,4,5
2365,4,5,2,3,5,5,5,5,5
2367,5,5,5,5,5,5,5,5,5
2368,3,3,2,3,2,3,2,4,3
2369,3,3,3,3,3,4,4,3,3
2370,4,5,4,4,5,5,4,4,5
2371,2,5,4,2,2,4,4,2,2
2372,3,4,4,1,4,5,4,5,3
2373,5,5,4,3,3,4,4,4,4
2374,1,5,4,3,1,5,4,2,2
2375,1,2,5,1,5,5,5,5,2
2376,4,4,5,1,3,4,4,4,4
2377,4,3,3,3,3,3,5,3,3
2378,1,1,1,1,1,1,1,1,1
2379,1,5,2,3,1,4,4,1,4
2380,4,3,4,5,3,5,3,2,3
2381,4,2,4,2,4,4,4,4,3
2382,1,1,1,1,1,1,1,1,1
2383,3,2,3,3,5,3,3,3,4
2384,2,4,3,2,3,3,4,2,2
2385,5,5,5,5,5,5,5,5,5
2386,4,4,5,5,4,4,5,4,4
2388,2,1,1,1,1,1,1,1,1
2389,4,1,5,2,4,5,4,5,4
2391,4,4,4,4,4,5,4,4,3
2393,2,3,4,3,3,3,3,2,2
2394,3,2,4,3,3,2,3,2,4
2395,4,3,3,4,3,4,4,3,4
2397,2,3,5,2,3,4,3,4,3
2398,2,5,4,3,5,3,1,5,4
2400,4,5,5,5,4,2,3,2,2
2401,2,3,4,1,5,5,1,3,4
2402,4,2,4,1,5,5,4,5,2
2403,5,4,5,1,5,5,5,5,3
2404,5,5,5,5,5,5,5,5,5
2405,3,2,2,3,4,3,4,3,3
2406,3,5,3,3,5,5,5,5,5
2407,3,4,5,5,4,4,5,5,3
2408,3,4,4,2,5,5,4,3,4
2409,4,4,4,4,4,4,2,4,4
2410,1,1,4,1,5,5,4,3,3
2411,3,2,3,1,5,5,3,4,3
2412,5,4,5,5,4,4,5,5,4
2413,4,4,3,3,2,4,3,3,3
2414,3,3,2,1,5,5,5,5,2
2415,1,4,3,1,5,5,1,3,5
2416,4,4,3,2,5,3,4,4,2
2417,1,4,3,1,5,5,3,1,2
2418,2,3,5,1,5,5,5,5,5
2419,1,3,4,2,4,5,3,4,4
2420,2,3,2,1,4,4,1,2,2
2422,1,1,1,1,4,5,4,4,5
2423,3,4,4,4,5,4,3,3,3
2424,5,5,5,5,5,5,5,5,5
2425,2,2,3,2,3,3,2,3,3
2426,4,4,4,2,3,3,3,2,3
2427,4,4,3,4,4,4,5,4,4
2428,3,1,3,2,3,4,4,1,4
2429,5,2,5,1,5,5,5,5,5
2430,1,1,1,1,1,1,5,1,1
2433,3,3,3,3,4,4,4,4,3
2434,4,3,4,2,4,3,3,4,3
2435,1,1,1,4,1,1,1,1,1
2436,4,4,4,3,3,4,4,4,3
2437,1,1,5,3,1,5,3,1,4
2438,4,3,3,3,3,3,3,3,3
2439,3,3,3,2,4,4,4,3,3
2440,4,4,5,3,5,4,4,4,3
2441,2,2,5,3,4,3,4,5,5
2442,5,5,4,1,5,5,4,4,5
2443,4,4,5,2,5,5,5,5,3
2444,5,5,5,5,5,5,4,5,5
2445,4,3,5,1,4,5,5,5,5
2446,4,3,4,3,3,3,4,4,2
2447,4,4,4,4,1,4,4,4,3
2448,4,3,3,1,3,4,5,1,3
2449,3,4,4,2,4,4,3,4,4
2450,3,3,3,1,3,5,4,4,4
2452,5,5,5,4,4,4,4,4,5
2453,2,1,4,1,1,5,3,3,2
2454,4,5,4,3,5,4,3,5,3
2455,5,5,5,5,5,5,5,5,5
2456,3,3,3,4,3,3,2,2,4
2457,4,4,4,3,3,3,3,3,4
2458,4,4,4,5,3,3,3,4,3
2459,3,5,5,1,1,1,2,4,3
2461,4,2,5,3,2,4,5,3,4
2462,5,5,5,3,2,3,4,2,3
2463,5,3,2,2,3,4,2,3,3
2464,4,4,5,4,3,5,3,5,4
2466,5,5,2,4,3,4,3,4,5
2467,4,5,5,4,4,4,4,5,4
2468,3,3,4,3,3,3,3,4,3
2469,3,2,2,5,4,4,4,2,4
2470,4,4,3,2,3,5,3,4,5
2471,3,1,3,1,5,5,3,3,4
2472,2,2,5,4,1,1,4,5,2
2473,3,2,3,2,2,2,2,2,2
2475,3,1,4,1,5,5,5,3,3
2476,4,2,4,3,4,5,4,4,1
2478,3,2,4,4,3,4,4,2,3
2479,5,5,5,3,5,5,5,5,5
2480,4,2,2,3,2,3,4,3,3
2482,4,4,4,2,4,3,4,4,3
2483,4,5,4,5,4,5,4,4,4
2484,4,3,3,2,5,5,4,4,3
2485,3,4,4,4,3,3,3,3,3
2486,2,5,2,1,5,5,3,3,2
2487,2,2,4,4,4,5,4,3,4
2488,3,3,4,4,3,4,3,4,3
2489,2,4,4,3,3,1,1,5,2
2491,5,4,4,5,4,2,5,4,4
2492,5,5,4,5,5,5,5,5,5
2493,4,3,5,5,3,5,4,4,4
2494,3,3,3,4,3,3,2,2,2
2495,3,3,4,4,2,4,3,3,3
2497,4,4,4,3,5,4,5,4,5
2498,5,2,5,1,2,4,5,5,2
2499,3,5,5,3,5,5,4,4,3
2502,2,3,3,2,3,3,4,3,2
2503,3,4,3,3,5,4,4,4,5
2504,4,4,5,4,5,5,3,5,4
2505,4,5,4,1,5,5,5,5,5
2506,2,1,1,1,5,4,3,3,3
2507,4,4,3,2,4,4,4,4,4
2508,2,2,2,2,4,3,3,3,3
2509,4,2,1,2,3,3,2,5,3
2510,3,5,5,4,3,5,4,4,4
2512,1,5,4,3,5,5,3,5,3
2513,5,5,4,4,1,5,2,5,3
2515,3,3,3,3,3,4,4,3,3
2517,5,4,4,4,3,4,4,5,4
2518,3,2,2,2,1,3,5,2,3
2519,4,4,4,2,3,5,4,5,4
2520,4,3,3,2,5,5,5,5,4
2521,4,4,4,3,5,5,4,4,4
2522,5,5,2,2,2,5,5,5,5
2523,5,3,5,1,5,5,5,5,3
2524,4,5,5,5,3,3,4,5,4
2525,4,5,4,2,4,5,4,4,3
2526,5,5,4,3,5,5,5,5,4
2527,5,4,4,4,5,5,5,5,4
2528,4,3,2,2,4,4,4,4,3
2529,4,2,3,3,2,3,3,2,2
2530,5,5,3,1,5,5,1,5,5
2532,3,2,2,1,5,5,5,5,4
2533,4,2,5,4,4,5,4,1,2
2534,5,5,5,3,5,5,4,5,5
2537,4,5,2,2,5,5,4,5,5
2538,3,5,4,4,5,5,5,4,5
2539,4,2,4,2,2,5,2,3,3
2541,4,1,4,1,5,5,1,5,5
2542,3,4,4,3,4,3,4,3,3
2543,3,3,4,3,3,3,4,3,4
2544,3,1,2,4,1,2,1,2,3
2545,4,3,5,5,4,4,4,3,4
2547,4,4,4,4,4,5,4,4,4
2548,4,3,3,3,3,3,5,3,3
2549,4,4,4,5,4,4,4,4,5
2550,2,2,2,2,2,2,2,2,2
2551,4,2,5,3,2,4,4,4,2
2552,2,2,4,2,3,5,3,2,4
2553,5,5,5,1,5,5,5,5,5
2554,3,2,4,1,5,5,5,3,2
2555,4,4,4,5,5,4,4,5,4
2556,1,2,1,1,1,3,4,3,1
2557,3,2,3,5,3,4,4,4,4
2559,5,5,3,5,1,5,5,4,1
2560,4,4,5,2,1,5,5,4,3
2561,4,3,3,2,3,3,3,3,3
2562,3,3,3,3,3,4,4,3,3
2563,3,2,4,2,4,5,4,3,2
2564,1,1,4,1,4,4,1,3,2
2565,5,4,3,4,4,4,4,3,5
2566,1,4,4,3,4,4,3,3,3
2567,2,1,3,1,1,3,4,1,3
2569,2,4,4,3,3,1,1,5,2
2570,4,5,5,5,4,5,2,4,4
2571,2,3,2,2,3,3,2,2,2
2572,3,3,3,5,5,5,4,5,3
2573,2,2,2,2,2,2,2,1,2
2574,5,5,2,1,5,5,5,5,5
2578,2,3,3,3,2,3,3,2,3
2579,3,3,5,2,1,5,4,1,1
2580,2,3,5,1,5,5,2,5,4
2581,3,3,4,2,5,3,5,5,4
2582,3,5,4,4,3,3,4,3,4
2585,3,4,2,1,3,2,5,5,4
2586,4,3,4,5,1,5,3,4,2
2587,5,4,4,4,5,4,4,4,4
2588,3,3,4,3,5,5,4,4,4
2590,5,5,2,5,5,5,2,2,2
2591,2,2,4,5,5,5,4,4,3
2593,5,5,5,5,5,5,5,5,5
2594,2,3,1,1,5,5,4,3,3
2595,1,1,5,4,3,5,5,3,4
2596,2,5,3,3,5,2,3,1,5
2598,3,3,3,3,3,4,4,3,3
2601,4,4,4,4,5,4,4,3,4
2602,2,3,4,3,5,5,4,5,4
2606,5,4,5,4,5,5,4,3,3
2607,2,1,5,1,1,3,5,1,3
2609,4,5,4,3,5,5,4,5,5
2611,5,5,5,1,5,5,5,5,5
2612,4,5,4,3,5,5,4,2,4
2613,2,4,4,1,2,5,4,2,3
2616,1,1,3,1,1,2,1,1,1
2620,5,5,4,3,5,4,4,4,4
2621,4,3,2,3,4,4,3,4,2
2623,4,5,5,1,5,5,5,5,5
2624,5,5,5,2,5,5,5,5,5
2626,5,3,4,4,5,5,3,5,3
2627,4,5,3,4,4,5,3,5,4
2629,4,4,1,1,5,5,4,5,1
2631,3,5,2,2,4,3,4,3,4
2632,3,3,3,1,4,4,4,5,4
2633,4,4,5,3,4,5,4,5,5
2634,4,4,5,4,4,5,4,4,4
2635,4,4,4,3,4,4,4,3,4
2636,2,3,4,4,4,4,4,3,4
2637,3,4,5,3,3,3,5,4,4
2638,2,2,4,4,3,4,5,3,4
2639,4,4,4,4,5,4,4,4,5
2640,2,3,5,1,5,5,4,5,2
2643,3,3,3,2,2,4,4,3,2
2644,3,4,3,4,3,5,3,4,2
2645,3,4,3,3,4,2,3,3,2
2649,3,4,4,3,4,4,3,3,4
2650,5,5,3,4,5,5,5,5,4
2651,3,3,3,4,4,4,4,4,3
2652,1,5,4,3,5,5,4,5,4
2653,2,3,5,3,4,3,1,3,2
2654,1,3,3,1,1,3,4,5,1
2655,3,3,3,3,3,3,3,3,3
2656,1,1,5,1,2,3,3,2,2
2657,4,1,1,1,3,5,5,4,3
2658,2,5,3,2,5,5,5,5,5
2660,4,4,4,3,5,5,5,5,5
2664,3,1,5,3,3,5,4,2,4
2666,3,4,3,2,2,3,3,3,2
2667,3,3,3,3,3,4,4,3,3
2668,5,5,4,1,1,5,5,4,1
2673,5,5,4,5,4,5,5,3,3
2675,3,3,3,3,3,3,3,3,3
2677,3,3,2,2,5,5,5,3,4
2678,4,4,4,4,4,4,4,4,4
2681,4,3,3,4,5,5,4,3,5
2682,3,2,4,2,3,4,4,3,2
2683,3,3,4,1,3,5,3,3,3
2684,5,4,4,4,3,4,4,5,4
2685,4,4,4,3,5,5,5,3,5
2687,3,2,2,1,1,3,3,1,3
2688,2,2,4,4,5,5,3,5,5
2689,5,5,5,5,5,5,5,5,5
2691,2,2,4,1,4,5,5,5,2
2693,1,1,3,1,4,5,3,1,4
2695,5,1,5,1,5,5,5,5,4
2696,3,4,4,3,3,3,4,3,4
2697,4,4,3,5,5,5,5,4,3
2698,1,1,2,3,2,3,3,2,2
2700,3,3,4,3,3,4,3,3,4
2701,4,2,5,3,3,3,4,3,4
2703,3,5,4,2,3,5,3,4,5
2705,4,4,5,5,5,4,3,4,5
2706,4,4,3,4,4,4,3,3,3
2709,1,1,2,1,3,4,1,1,1
2711,4,4,2,3,2,4,3,4,2
2712,5,5,5,3,5,5,5,4,5
2713,4,4,4,3,3,4,1,3,3
2714,2,2,3,1,4,5,3,2,3
2716,3,4,5,4,5,5,4,5,5
2717,4,4,5,3,5,5,3,4,3
2719,4,2,3,4,2,5,5,4,3
2720,1,2,3,1,4,5,3,1,3
2722,4,1,3,4,1,4,5,1,2
2724,1,2,2,1,1,2,4,5,1
2725,4,3,4,2,4,4,4,4,4
2727,5,4,4,5,3,5,5,5,5
2728,5,5,5,5,5,5,5,5,5
2729,5,4,3,4,3,5,5,2,5
2730,5,5,5,3,5,5,5,5,5
2731,4,3,3,4,4,3,4,3,4
2732,5,5,5,5,5,5,4,5,4
2734,3,2,4,2,4,3,3,4,3
2735,3,4,2,2,3,4,4,4,2
2736,5,5,5,1,5,5,5,5,5
2737,3,3,3,3,3,5,3,3,3
2739,5,5,5,5,5,5,5,5,5
2740,4,5,5,4,4,5,5,2,3
2742,4,4,5,3,3,4,5,4,3
2743,2,2,2,2,2,2,2,2,2
2744,3,3,4,4,5,5,3,4,5
2745,5,5,5,5,5,5,5,5,5
2746,4,4,3,3,5,4,5,4,4
2748,4,4,3,2,2,5,4,3,3
2749,1,3,3,4,5,5,5,3,5
2750,3,3,3,2,2,4,4,3,3
2751,5,5,4,4,4,5,5,5,4
2752,5,4,3,1,5,5,4,5,5
2754,5,5,5,5,5,5,5,5,5
2758,2,3,4,3,4,3,3,4,4
2759,2,5,4,4,5,4,3,3,4
2761,5,5,5,5,5,5,5,5,5
2765,5,3,4,3,4,5,5,5,3
2766,4,5,4,4,5,5,4,5,4
2768,2,1,1,1,5,4,3,4,3
2769,3,2,4,1,5,5,2,3,3
2773,4,5,5,3,5,4,3,4,3
2774,4,4,4,1,5,5,5,4,5
2775,5,5,5,4,4,5,5,5,5
2776,3,2,3,1,4,3,3,4,2
2777,3,1,3,3,4,5,5,4,4
2778,2,1,1,2,4,5,4,4,1
2779,1,1,3,1,1,3,3,1,2
2780,4,5,5,2,5,5,3,5,4
2783,4,5,5,3,5,5,5,3,2
2784,4,3,4,3,3,5,3,4,4
2785,3,5,5,5,2,5,4,5,2
2786,4,3,3,3,4,4,4,4,3
2787,4,3,4,1,3,4,2,3,4
2788,3,5,5,4,3,5,4,5,2
2789,4,4,5,5,4,4,3,4,5
2790,5,5,5,2,5,4,4,5,5
2791,4,4,4,3,4,3,4,4,4
2792,4,4,4,2,5,5,5,4,3
2794,2,1,2,3,5,5,4,5,5
2795,5,5,5,3,5,5,5,5,5
2796,3,3,4,3,3,4,4,4,3
2798,4,3,4,4,5,5,5,5,4
2799,2,3,5,1,5,5,3,5,4
2800,2,4,3,3,4,5,1,3,4
2801,4,4,4,3,5,4,5,4,5
2802,3,3,3,4,2,4,3,2,3
2803,3,3,3,3,3,4,4,3,3
2804,4,3,2,1,5,5,5,4,3
2805,4,3,3,5,4,4,4,4,4
2806,3,5,2,4,2,2,3,1,1
2807,4,5,4,2,4,4,5,4,4
2808,3,3,4,5,2,3,4,4,4
2809,5,3,3,1,5,5,5,5,5
2810,1,3,4,1,5,4,2,2,4
2812,3,4,2,4,2,4,5,3,2
2813,5,2,4,2,4,5,5,5,3
2814,3,4,3,2,4,5,4,5,3
2815,3,3,3,3,3,4,4,3,3
2816,5,3,1,5,5,5,5,5,4
2817,3,3,3,2,3,3,4,4,3
2818,3,3,4,2,5,4,3,4,4
2819,4,3,4,3,5,5,5,5,3
2820,2,3,3,4,2,5,3,3,3
2821,5,5,5,5,5,5,5,5,5
2824,3,4,5,3,2,5,5,3,3
2826,4,4,4,2,4,5,4,3,4
2828,4,1,4,2,4,5,5,2,3
2829,3,4,3,2,2,3,3,4,3
